origin,temp,dewp,humid,wind_dir,wind_speed,precip,pressure,visib,time_hour
JFK,37.94,30.92,75.58,70.0,16.11092,0.0,,10.0,06/03/2013 04:00
JFK,39.02,30.92,72.46,70.0,14.96014,0.0,1013.1,10.0,06/03/2013 05:00
JFK,39.02,30.92,72.46,60.0,20.71404,0.0,1012.4,10.0,06/03/2013 06:00
JFK,39.92,30.92,69.96,60.0,25.31716,0.0,1012.4,10.0,06/03/2013 07:00
JFK,39.92,30.92,69.96,70.0,24.16638,0.0,1012.7,10.0,06/03/2013 08:00
JFK,41.0,30.92,67.09,60.0,26.46794,0.0,1012.4,10.0,06/03/2013 09:00
JFK,42.08,32.0,67.22,60.0,18.41248,0.0,1011.8,10.0,06/03/2013 10:00
JFK,42.98,33.08,67.81,60.0,28.7695,0.0,1011.2,9.0,06/03/2013 11:00
JFK,41.0,33.98,75.88,50.0,23.0156,0.0,1011.1,10.0,06/03/2013 12:00
JFK,41.0,30.02,64.68,60.0,31.07106,0.0,1011.1,10.0,06/03/2013 13:00
JFK,41.0,28.94,61.89,50.0,37.97574,0.0,,10.0,06/03/2013 14:00
JFK,39.92,30.02,67.45,40.0,26.46794,0.0,1011.1,10.0,06/03/2013 15:00
JFK,39.92,30.92,69.96,30.0,26.46794,0.0,1010.9,10.0,06/03/2013 16:00
JFK,41.0,28.94,61.89,30.0,26.46794,0.0,1011.2,10.0,06/03/2013 17:00
JFK,39.92,30.2,69.88,30.0,32.22184,0.0,,10.0,06/03/2013 18:00
JFK,39.92,28.04,62.21,20.0,29.92028,0.0,1012.5,10.0,06/03/2013 19:00
JFK,39.2,28.4,67.21,20.0,32.22184,0.0,,10.0,06/03/2013 20:00
JFK,37.94,28.94,69.73,30.0,31.07106,0.0,,10.0,06/03/2013 21:00
JFK,37.94,26.96,64.29,30.0,31.07106,0.0,1013.0,10.0,06/03/2013 22:00
JFK,35.96,30.02,78.79,20.0,33.37262,0.0,,9.0,06/03/2013 23:00
JFK,35.96,30.02,78.79,20.0,25.31716,0.0,1012.9,9.0,07/03/2013 00:00
JFK,33.98,30.92,88.42,360.0,24.16638,0.0,1013.0,9.0,07/03/2013 01:00
JFK,33.98,30.92,88.42,360.0,20.71404,0.0,1012.7,9.0,07/03/2013 02:00
JFK,35.6,30.2,80.51,10.0,23.0156,0.0,,10.0,07/03/2013 03:00
JFK,35.96,26.96,69.51,10.0,26.46794,0.0,1013.9,10.0,07/03/2013 04:00
JFK,35.96,26.06,66.97,10.0,25.31716,0.0,1014.2,9.0,07/03/2013 05:00
JFK,35.06,26.96,72.03,10.0,19.56326,0.0,1014.9,9.0,07/03/2013 06:00
JFK,35.06,26.96,72.03,360.0,20.71404,0.0,1015.3,9.0,07/03/2013 07:00
JFK,35.6,30.02,81.65,360.0,24.16638,0.0,,7.0,07/03/2013 08:00
JFK,35.96,28.94,75.39,360.0,19.56326,0.0,1015.7,10.0,07/03/2013 09:00
JFK,35.96,28.94,75.39,360.0,25.31716,0.0,,10.0,07/03/2013 10:00
JFK,37.94,28.94,69.73,360.0,23.0156,0.0,1016.2,9.0,07/03/2013 11:00
JFK,39.02,28.94,69.67,360.0,20.71404,0.0,,10.0,07/03/2013 12:00
JFK,37.94,30.92,75.58,340.0,17.2617,0.0,1016.1,9.0,07/03/2013 13:00
JFK,37.94,30.92,75.58,340.0,20.71404,0.0,1016.5,10.0,07/03/2013 14:00
JFK,35.96,30.92,81.72,340.0,20.71404,0.0,1017.1,8.0,07/03/2013 15:00
JFK,35.96,30.02,78.79,350.0,24.16638,0.0,1017.4,8.0,07/03/2013 16:00
JFK,35.06,30.02,81.65,340.0,24.16638,0.0,1017.9,9.0,07/03/2013 17:00
JFK,35.06,30.02,81.65,340.0,25.31716,0.0,1018.2,9.0,07/03/2013 18:00
JFK,33.98,30.2,86.49,340.0,24.16638,0.0,,9.0,07/03/2013 19:00
JFK,33.98,30.92,88.42,340.0,18.41248,0.02,1018.0,4.0,07/03/2013 20:00
JFK,33.8,30.92,91.66,340.0,18.41248,0.01,,4.0,07/03/2013 21:00
JFK,33.08,30.92,91.66,350.0,16.11092,0.02,1017.8,3.0,07/03/2013 22:00
JFK,33.08,30.02,88.37,340.0,14.96014,0.02,1017.7,3.0,07/03/2013 23:00
JFK,33.08,30.02,88.37,340.0,16.11092,0.01,1017.6,3.0,08/03/2013 00:00
JFK,33.08,30.02,88.37,340.0,20.71404,0.01,1017.2,3.0,08/03/2013 01:00
JFK,33.8,30.2,88.37,340.0,23.0156,0.0,,5.0,08/03/2013 02:00
JFK,32.0,30.02,92.29,340.0,18.41248,0.01,1016.0,3.0,08/03/2013 03:00
JFK,32.0,30.2,92.97,350.0,20.71404,0.04,,2.0,08/03/2013 04:00
JFK,30.92,28.94,92.26,340.0,24.16638,0.03,1015.8,1.0,08/03/2013 05:00
JFK,30.92,28.94,92.26,350.0,23.0156,0.02,1015.9,1.0,08/03/2013 06:00
JFK,30.92,28.94,92.92,350.0,20.71404,0.0,,1.5,08/03/2013 07:00
JFK,30.92,28.94,92.92,340.0,21.86482,0.01,,0.75,08/03/2013 08:00
JFK,30.92,28.94,92.26,350.0,24.16638,0.03,1016.5,0.5,08/03/2013 09:00
JFK,32.0,30.02,92.29,340.0,26.46794,0.01,,1.0,08/03/2013 10:00
JFK,33.08,28.94,84.56,350.0,25.31716,0.0,1016.8,1.0,08/03/2013 11:00
JFK,33.98,30.2,86.49,340.0,23.0156,0.0,,2.0,08/03/2013 12:00
JFK,33.98,30.2,86.49,340.0,24.16638,0.01,,1.5,08/03/2013 13:00
JFK,35.96,30.92,81.72,350.0,18.41248,0.0,,8.0,08/03/2013 14:00
JFK,37.04,30.92,80.51,350.0,16.11092,0.0,,10.0,08/03/2013 15:00
JFK,37.94,30.02,72.87,350.0,11.5078,0.0,1018.0,10.0,08/03/2013 16:00
JFK,39.02,28.94,66.85,350.0,11.5078,0.0,1019.2,10.0,08/03/2013 17:00
JFK,39.02,28.04,64.43,350.0,11.5078,0.0,1020.4,10.0,08/03/2013 18:00
JFK,39.92,28.04,62.21,350.0,14.96014,0.0,1021.0,10.0,08/03/2013 19:00
JFK,39.92,28.04,62.21,350.0,17.2617,0.0,1021.3,10.0,08/03/2013 20:00
JFK,39.92,26.96,59.5,340.0,20.71404,0.0,1021.4,10.0,08/03/2013 21:00
JFK,39.92,26.06,57.33,350.0,14.96014,0.0,1021.7,10.0,08/03/2013 22:00
JFK,39.02,24.08,54.68,350.0,18.41248,0.0,1021.7,10.0,08/03/2013 23:00
JFK,37.94,24.08,57.04,350.0,17.2617,0.0,1021.8,10.0,09/03/2013 00:00
JFK,37.04,24.98,61.35,340.0,18.41248,0.0,1021.5,10.0,09/03/2013 01:00
JFK,35.96,24.08,61.67,350.0,20.71404,0.0,1021.4,10.0,09/03/2013 02:00
JFK,35.06,24.08,63.91,350.0,18.41248,0.0,1021.7,10.0,09/03/2013 03:00
JFK,35.06,23.0,61.08,340.0,16.11092,0.0,1022.7,10.0,09/03/2013 04:00
JFK,33.98,23.0,63.77,350.0,18.41248,0.0,1023.3,10.0,09/03/2013 05:00
JFK,35.06,21.92,58.37,350.0,16.11092,0.0,1023.7,10.0,09/03/2013 06:00
JFK,37.94,21.92,52.09,350.0,19.56326,0.0,1024.2,10.0,09/03/2013 07:00
JFK,39.92,23.0,50.46,350.0,14.96014,0.0,1024.4,10.0,09/03/2013 08:00
JFK,42.98,21.92,42.84,350.0,14.96014,0.0,1025.0,10.0,09/03/2013 09:00
JFK,46.04,24.08,41.74,350.0,16.11092,0.0,1024.9,10.0,09/03/2013 10:00
JFK,48.02,23.0,37.03,340.0,16.11092,0.0,1024.9,10.0,09/03/2013 11:00
JFK,51.08,21.02,30.39,350.0,11.5078,0.0,1024.2,10.0,09/03/2013 12:00
JFK,53.06,17.96,24.79,350.0,14.96014,0.0,1023.3,10.0,09/03/2013 13:00
JFK,55.04,17.96,23.06,10.0,10.35702,0.0,1023.6,10.0,09/03/2013 14:00
JFK,53.96,17.06,23.07,340.0,12.65858,0.0,1023.9,10.0,09/03/2013 15:00
JFK,53.06,15.98,22.75,360.0,14.96014,0.0,1023.9,10.0,09/03/2013 16:00
JFK,50.0,15.98,25.48,350.0,6.90468,0.0,1024.6,10.0,09/03/2013 17:00
JFK,48.92,15.98,26.52,360.0,8.05546,0.0,1025.3,10.0,09/03/2013 18:00
JFK,44.06,19.94,37.79,20.0,3.45234,0.0,1025.6,10.0,09/03/2013 19:00
JFK,39.02,32.0,75.69,130.0,8.05546,0.0,1026.3,10.0,09/03/2013 20:00
JFK,37.94,32.0,78.96,0.0,0.0,0.0,1026.5,10.0,09/03/2013 21:00
JFK,37.04,32.0,81.8,0.0,0.0,0.0,1027.1,10.0,09/03/2013 22:00
JFK,35.06,30.92,84.69,90.0,3.45234,0.0,1027.3,10.0,09/03/2013 23:00
JFK,35.06,30.92,84.69,70.0,4.60312,0.0,1027.7,10.0,10/03/2013 00:00
JFK,35.06,32.0,88.47,360.0,3.45234,0.0,1027.6,10.0,10/03/2013 01:00
JFK,30.92,28.94,92.26,60.0,5.7539,0.0,1027.2,9.0,10/03/2013 03:00
JFK,33.08,30.02,88.37,10.0,4.60312,0.0,1028.0,10.0,10/03/2013 04:00
JFK,33.08,30.02,88.37,20.0,3.45234,0.0,1028.3,10.0,10/03/2013 05:00
JFK,33.08,28.94,84.56,20.0,3.45234,0.0,1028.7,10.0,10/03/2013 06:00
JFK,33.08,30.02,88.37,10.0,3.45234,0.0,1029.2,10.0,10/03/2013 07:00
JFK,37.04,32.0,81.8,50.0,8.05546,0.0,1029.2,10.0,10/03/2013 08:00
JFK,39.92,32.0,73.08,90.0,8.05546,0.0,1029.4,10.0,10/03/2013 09:00
JFK,42.08,32.0,67.22,130.0,9.20624,0.0,1029.5,10.0,10/03/2013 10:00
JFK,42.98,33.08,67.81,140.0,9.20624,0.0,1029.2,10.0,10/03/2013 11:00
JFK,42.08,32.0,67.22,120.0,9.20624,0.0,1028.8,10.0,10/03/2013 12:00
JFK,42.08,33.08,70.2,160.0,11.5078,0.0,1028.5,10.0,10/03/2013 13:00
JFK,41.0,32.0,70.08,130.0,6.90468,0.0,1028.3,10.0,10/03/2013 14:00
JFK,41.0,32.0,70.08,160.0,10.35702,0.0,1028.1,10.0,10/03/2013 15:00
JFK,41.0,32.0,70.08,120.0,10.35702,0.0,1027.7,10.0,10/03/2013 16:00
JFK,39.02,30.92,72.46,130.0,10.35702,0.0,1027.3,10.0,10/03/2013 17:00
JFK,37.94,32.0,78.96,140.0,10.35702,0.0,1027.5,10.0,10/03/2013 18:00
JFK,37.94,32.0,80.65,140.0,8.05546,0.0,,10.0,10/03/2013 19:00
JFK,37.94,32.0,78.96,140.0,5.7539,0.0,1027.9,10.0,10/03/2013 20:00
JFK,37.94,33.08,82.46,140.0,6.90468,0.0,1027.6,10.0,10/03/2013 21:00
JFK,39.02,33.98,81.95,140.0,8.05546,0.0,1026.9,10.0,10/03/2013 22:00
JFK,39.2,33.98,81.95,170.0,8.05546,0.0,,10.0,10/03/2013 23:00
JFK,39.02,33.98,81.95,150.0,4.60312,0.0,1027.1,10.0,11/03/2013 00:00
JFK,39.92,35.6,86.79,140.0,6.90468,0.0,,10.0,11/03/2013 01:00
JFK,39.02,35.96,88.66,140.0,3.45234,0.0,1026.1,10.0,11/03/2013 02:00
JFK,39.92,37.04,89.34,150.0,3.45234,0.0,1025.7,10.0,11/03/2013 03:00
JFK,39.92,37.04,89.34,130.0,3.45234,0.0,1025.4,10.0,11/03/2013 04:00
JFK,41.0,37.4,86.89,130.0,5.7539,0.0,,10.0,11/03/2013 05:00
JFK,41.0,37.4,86.89,130.0,5.7539,0.0,,10.0,11/03/2013 06:00
JFK,39.92,37.04,89.34,110.0,10.35702,0.0,1024.5,8.0,11/03/2013 07:00
JFK,42.08,39.02,88.81,130.0,5.7539,0.0,1024.9,8.0,11/03/2013 08:00
JFK,44.06,39.02,82.31,150.0,6.90468,0.0,1025.2,10.0,11/03/2013 09:00
JFK,46.04,39.92,79.07,150.0,8.05546,0.0,1025.3,10.0,11/03/2013 10:00
JFK,48.92,42.08,77.14,150.0,9.20624,0.0,1024.1,10.0,11/03/2013 11:00
JFK,50.0,42.08,74.1,170.0,11.5078,0.0,1024.2,10.0,11/03/2013 12:00
JFK,51.08,42.08,71.19,150.0,10.35702,0.0,1023.2,10.0,11/03/2013 13:00
JFK,51.8,42.98,73.69,150.0,12.65858,0.0,,10.0,11/03/2013 14:00
JFK,50.0,42.98,76.71,140.0,13.80936,0.0,1022.2,10.0,11/03/2013 15:00
JFK,50.0,42.98,79.86,140.0,12.65858,0.0,,10.0,11/03/2013 16:00
JFK,48.02,42.08,79.79,130.0,14.96014,0.0,1020.9,10.0,11/03/2013 17:00
JFK,46.4,42.8,87.19,140.0,12.65858,0.0,,10.0,11/03/2013 18:00
JFK,46.04,42.98,88.99,140.0,14.96014,0.0,1020.5,10.0,11/03/2013 19:00
JFK,46.04,42.98,88.99,150.0,12.65858,0.0,1020.7,10.0,11/03/2013 20:00
JFK,46.94,44.96,92.78,160.0,13.80936,0.0,1020.5,10.0,11/03/2013 21:00
JFK,46.94,44.06,89.65,160.0,14.96014,0.0,1020.1,10.0,11/03/2013 22:00
JFK,46.4,44.6,93.4,180.0,10.35702,0.0,,10.0,11/03/2013 23:00
JFK,46.94,44.96,92.78,170.0,13.80936,0.0,1019.2,10.0,12/03/2013 00:00
JFK,46.94,44.06,89.65,150.0,13.80936,0.0,1017.7,10.0,12/03/2013 01:00
JFK,48.92,46.04,89.73,160.0,19.56326,0.0,1017.1,10.0,12/03/2013 02:00
JFK,48.02,44.96,89.08,160.0,14.96014,0.0,1016.7,10.0,12/03/2013 03:00
JFK,46.94,44.06,89.65,170.0,10.35702,0.0,1016.3,10.0,12/03/2013 04:00
JFK,46.04,42.98,88.99,140.0,9.20624,0.01,1015.5,9.0,12/03/2013 05:00
JFK,48.02,44.96,89.08,160.0,17.2617,0.01,1015.0,8.0,12/03/2013 06:00
JFK,48.92,44.96,86.13,160.0,17.2617,0.03,1014.8,7.0,12/03/2013 07:00
JFK,46.94,44.96,92.78,170.0,19.56326,0.03,1014.6,6.0,12/03/2013 08:00
JFK,50.0,46.94,89.17,160.0,20.71404,0.02,1014.2,7.0,12/03/2013 09:00
JFK,50.0,46.94,89.17,160.0,18.41248,0.03,1013.2,6.0,12/03/2013 10:00
JFK,50.0,46.94,89.17,150.0,19.56326,0.04,1011.8,5.0,12/03/2013 11:00
JFK,50.0,48.02,92.87,150.0,25.31716,0.03,1010.8,5.0,12/03/2013 12:00
JFK,50.0,48.2,93.5,160.0,23.0156,0.07,,3.0,12/03/2013 13:00
JFK,48.92,46.94,92.84,150.0,24.16638,0.08,1007.5,4.0,12/03/2013 14:00
JFK,50.0,48.92,96.05,150.0,24.16638,0.08,,4.0,12/03/2013 15:00
JFK,50.0,48.92,100.0,200.0,24.16638,0.22,,8.0,12/03/2013 16:00
JFK,50.0,48.2,96.69,190.0,25.31716,0.0,,1.0,12/03/2013 17:00
JFK,48.2,46.94,96.02,190.0,21.86482,0.01,,0.12,12/03/2013 18:00
JFK,50.0,48.92,96.05,290.0,12.65858,0.0,,10.0,12/03/2013 19:00
JFK,51.98,44.96,76.88,300.0,14.96014,0.0,1009.1,10.0,12/03/2013 20:00
JFK,48.2,39.92,73.39,320.0,20.71404,0.0,,10.0,12/03/2013 21:00
JFK,46.04,35.96,67.69,310.0,23.0156,0.0,1009.7,10.0,12/03/2013 22:00
JFK,44.96,35.06,68.05,320.0,13.80936,0.0,1010.4,10.0,12/03/2013 23:00
JFK,42.98,33.98,70.3,320.0,12.65858,0.0,1010.4,10.0,13/03/2013 00:00
JFK,42.08,33.98,72.78,320.0,9.20624,0.0,1010.9,10.0,13/03/2013 01:00
JFK,41.0,33.08,73.19,320.0,10.35702,0.0,1011.1,10.0,13/03/2013 02:00
JFK,39.02,32.0,75.69,320.0,4.60312,0.0,1011.3,10.0,13/03/2013 03:00
JFK,39.02,30.92,72.46,310.0,8.05546,0.0,1011.6,10.0,13/03/2013 04:00
JFK,39.02,30.92,72.46,310.0,10.35702,0.0,1012.0,10.0,13/03/2013 05:00
JFK,39.02,30.02,69.86,300.0,8.05546,0.0,1012.2,10.0,13/03/2013 06:00
JFK,41.0,30.02,64.68,290.0,9.20624,0.0,1012.2,10.0,13/03/2013 07:00
JFK,42.98,30.02,59.93,280.0,10.35702,0.0,1012.3,10.0,13/03/2013 08:00
JFK,44.06,28.04,53.03,300.0,13.80936,0.0,1012.2,10.0,13/03/2013 09:00
JFK,46.94,26.96,45.48,310.0,10.35702,0.0,1012.0,10.0,13/03/2013 10:00
JFK,48.02,28.94,47.36,260.0,12.65858,0.0,1011.6,10.0,13/03/2013 11:00
JFK,48.92,26.06,40.68,300.0,10.35702,0.0,1011.1,10.0,13/03/2013 12:00
JFK,50.0,26.96,40.55,230.0,10.35702,0.0,1010.1,10.0,13/03/2013 13:00
JFK,51.98,23.0,31.96,260.0,12.65858,0.0,1009.4,10.0,13/03/2013 14:00
JFK,50.0,19.94,30.21,270.0,16.11092,0.0,1009.2,10.0,13/03/2013 15:00
JFK,48.92,19.94,31.45,270.0,18.41248,0.0,1009.3,10.0,13/03/2013 16:00
JFK,48.92,19.94,31.45,270.0,17.2617,0.0,1009.7,10.0,13/03/2013 17:00
JFK,44.06,28.04,53.03,230.0,19.56326,0.0,1010.6,10.0,13/03/2013 18:00
JFK,42.98,30.02,59.93,270.0,14.96014,0.0,1011.0,10.0,13/03/2013 19:00
JFK,44.06,24.08,45.01,280.0,11.5078,0.0,1011.3,10.0,13/03/2013 20:00
JFK,41.0,26.96,57.06,250.0,13.80936,0.0,1011.8,10.0,13/03/2013 21:00
JFK,41.0,28.04,59.65,270.0,13.80936,0.0,1012.1,10.0,13/03/2013 22:00
JFK,39.92,21.92,48.21,270.0,17.2617,0.0,1012.1,10.0,13/03/2013 23:00
JFK,37.94,23.0,54.51,280.0,13.80936,0.0,1011.9,10.0,14/03/2013 00:00
JFK,37.94,23.0,54.51,270.0,18.41248,0.0,1012.0,10.0,14/03/2013 01:00
JFK,37.04,21.92,53.97,290.0,17.2617,0.0,1012.4,10.0,14/03/2013 02:00
JFK,35.96,15.98,43.67,300.0,18.41248,0.0,1012.0,10.0,14/03/2013 03:00
JFK,33.98,12.02,39.72,310.0,20.71404,0.0,1012.3,10.0,14/03/2013 04:00
JFK,32.0,8.96,37.52,300.0,24.16638,0.0,1013.1,10.0,14/03/2013 05:00
JFK,30.92,8.96,39.19,310.0,17.2617,0.0,1013.1,10.0,14/03/2013 06:00
JFK,32.0,10.04,39.38,300.0,24.16638,0.0,1013.4,10.0,14/03/2013 07:00
JFK,30.92,8.96,39.19,300.0,26.46794,0.0,1014.0,10.0,14/03/2013 08:00
JFK,32.0,5.0,31.35,300.0,29.92028,0.0,1014.3,10.0,14/03/2013 09:00
JFK,33.08,6.98,32.85,310.0,27.61872,0.0,1014.3,10.0,14/03/2013 10:00
JFK,33.08,8.96,35.92,300.0,19.56326,0.0,1013.9,10.0,14/03/2013 11:00
JFK,35.96,10.94,34.99,300.0,27.61872,0.0,1013.1,10.0,14/03/2013 12:00
JFK,35.96,10.94,34.99,290.0,25.31716,0.0,1012.4,10.0,14/03/2013 13:00
JFK,39.92,12.02,31.42,300.0,23.0156,0.0,1011.9,10.0,14/03/2013 14:00
JFK,39.92,8.96,27.42,300.0,20.71404,0.0,1011.3,10.0,14/03/2013 15:00
JFK,42.08,5.0,21.07,300.0,18.41248,0.0,1011.0,10.0,14/03/2013 16:00
JFK,41.0,3.02,20.06,290.0,26.46794,0.0,1011.0,10.0,14/03/2013 17:00
JFK,39.92,3.02,20.92,290.0,25.31716,0.0,1011.5,10.0,14/03/2013 18:00
JFK,39.02,1.94,20.6,300.0,25.31716,0.0,1012.2,10.0,14/03/2013 19:00
JFK,37.04,1.94,22.27,310.0,28.7695,0.0,1012.7,10.0,14/03/2013 20:00
JFK,35.96,1.04,22.29,310.0,26.46794,0.0,1013.5,10.0,14/03/2013 21:00
JFK,35.06,3.02,25.32,310.0,20.71404,0.0,1014.2,10.0,14/03/2013 22:00
JFK,33.98,3.92,27.55,310.0,13.80936,0.0,1014.5,10.0,14/03/2013 23:00
JFK,33.08,6.08,31.53,310.0,13.80936,0.0,1014.6,10.0,15/03/2013 00:00
JFK,32.0,8.06,36.03,310.0,12.65858,0.0,1015.0,10.0,15/03/2013 01:00
JFK,30.92,8.06,37.63,320.0,10.35702,0.0,1014.9,10.0,15/03/2013 02:00
JFK,30.92,10.04,41.13,310.0,12.65858,0.0,1014.8,10.0,15/03/2013 03:00
JFK,30.92,10.04,41.13,310.0,11.5078,0.0,1014.8,10.0,15/03/2013 04:00
JFK,30.92,10.04,41.13,320.0,17.2617,0.0,1014.9,10.0,15/03/2013 05:00
JFK,30.92,10.94,42.82,280.0,10.35702,0.0,1015.4,10.0,15/03/2013 06:00
JFK,30.92,12.02,44.92,300.0,12.65858,0.0,1015.5,10.0,15/03/2013 07:00
JFK,33.08,10.94,39.25,280.0,12.65858,0.0,1015.5,10.0,15/03/2013 08:00
JFK,33.98,12.02,39.72,260.0,13.80936,0.0,1015.0,10.0,15/03/2013 09:00
JFK,35.96,12.92,38.2,250.0,12.65858,0.0,1014.1,10.0,15/03/2013 10:00
JFK,39.02,15.08,37.23,230.0,16.11092,0.0,1013.0,10.0,15/03/2013 11:00
JFK,39.92,15.98,37.38,230.0,16.11092,0.0,1011.7,10.0,15/03/2013 12:00
JFK,41.0,19.94,42.51,230.0,21.86482,0.0,1010.6,10.0,15/03/2013 13:00
JFK,42.98,19.94,39.38,260.0,18.41248,0.0,1009.5,10.0,15/03/2013 14:00
JFK,42.98,23.0,44.83,240.0,19.56326,0.0,1008.3,10.0,15/03/2013 15:00
JFK,44.06,24.08,45.01,240.0,17.2617,0.0,1007.4,10.0,15/03/2013 16:00
JFK,44.96,24.98,45.15,240.0,14.96014,0.0,1006.9,10.0,15/03/2013 17:00
JFK,46.04,24.98,43.34,250.0,12.65858,0.0,1006.9,10.0,15/03/2013 18:00
JFK,46.04,26.06,45.33,250.0,10.35702,0.0,1007.2,10.0,15/03/2013 19:00
JFK,46.94,24.08,40.35,310.0,10.35702,0.0,1007.5,10.0,15/03/2013 20:00
JFK,46.94,28.04,47.54,300.0,14.96014,0.0,1007.8,10.0,15/03/2013 21:00
JFK,44.06,26.96,50.73,360.0,14.96014,0.0,1008.3,10.0,15/03/2013 22:00
JFK,42.98,26.96,52.87,330.0,13.80936,0.0,1008.8,10.0,15/03/2013 23:00
JFK,41.0,26.06,54.97,320.0,16.11092,0.0,1008.9,10.0,16/03/2013 00:00
JFK,39.92,21.92,48.21,310.0,18.41248,0.0,1009.1,10.0,16/03/2013 01:00
JFK,39.02,19.94,45.91,310.0,16.11092,0.0,1009.5,10.0,16/03/2013 02:00
JFK,37.94,19.04,46.09,310.0,10.35702,0.0,1009.6,10.0,16/03/2013 03:00
JFK,37.04,19.94,49.62,320.0,10.35702,0.0,1009.9,10.0,16/03/2013 04:00
JFK,35.96,19.04,49.83,350.0,11.5078,0.0,1010.6,10.0,16/03/2013 05:00
JFK,35.96,17.06,45.76,340.0,9.20624,0.0,1011.0,10.0,16/03/2013 06:00
JFK,35.06,19.04,51.64,350.0,4.60312,0.0,1011.2,10.0,16/03/2013 07:00
JFK,37.04,17.06,43.85,10.0,9.20624,0.0,1011.7,10.0,16/03/2013 08:00
JFK,37.94,17.96,44.0,30.0,11.5078,0.0,1010.9,10.0,16/03/2013 09:00
JFK,37.94,19.04,46.09,40.0,8.05546,0.0,1011.2,10.0,16/03/2013 10:00
JFK,37.04,19.94,49.62,0.0,0.0,0.0,1011.3,9.0,16/03/2013 11:00
JFK,37.04,23.0,56.48,180.0,5.7539,0.0,1010.8,10.0,16/03/2013 12:00
JFK,35.96,26.06,66.97,180.0,5.7539,0.0,,10.0,16/03/2013 13:00
JFK,35.6,28.04,81.5,190.0,6.90468,0.0,,3.0,16/03/2013 14:00
JFK,33.8,30.2,88.37,190.0,3.45234,0.01,,5.0,16/03/2013 15:00
JFK,33.98,28.94,81.57,130.0,5.7539,0.0,,7.0,16/03/2013 16:00
JFK,33.98,28.94,81.57,110.0,4.60312,0.0,1009.4,6.0,16/03/2013 17:00
JFK,33.08,28.94,84.56,120.0,3.45234,0.0,1009.5,5.0,16/03/2013 18:00
JFK,33.98,30.02,85.24,0.0,0.0,0.0,1010.5,5.0,16/03/2013 19:00
JFK,33.98,30.2,86.49,10.0,5.7539,0.01,,8.0,16/03/2013 20:00
JFK,33.98,30.02,85.24,20.0,5.7539,0.0,1012.2,9.0,16/03/2013 21:00
JFK,33.98,28.94,81.57,340.0,5.7539,0.0,1012.6,9.0,16/03/2013 22:00
JFK,33.98,28.94,81.57,350.0,5.7539,0.0,1013.2,10.0,16/03/2013 23:00
JFK,33.98,28.04,78.62,330.0,6.90468,0.0,1013.6,10.0,17/03/2013 00:00
JFK,33.08,26.96,77.96,330.0,8.05546,0.0,1013.7,10.0,17/03/2013 01:00
JFK,30.92,26.06,81.95,350.0,5.7539,0.0,1013.9,10.0,17/03/2013 02:00
JFK,30.92,26.06,81.95,350.0,6.90468,0.0,1014.5,10.0,17/03/2013 03:00
JFK,30.92,23.0,72.12,340.0,12.65858,0.0,1015.2,10.0,17/03/2013 04:00
JFK,30.92,21.02,66.34,320.0,14.96014,0.0,1016.0,10.0,17/03/2013 05:00
JFK,30.02,19.94,65.72,340.0,11.5078,0.0,1017.3,10.0,17/03/2013 06:00
JFK,30.92,17.96,58.21,320.0,14.96014,0.0,1018.7,10.0,17/03/2013 07:00
JFK,32.0,17.06,53.6,320.0,14.96014,0.0,1019.6,10.0,17/03/2013 08:00
JFK,33.98,15.98,47.25,330.0,14.96014,0.0,1020.4,10.0,17/03/2013 09:00
JFK,35.06,15.08,43.52,330.0,17.2617,0.0,1020.4,10.0,17/03/2013 10:00
JFK,35.06,12.92,39.58,310.0,16.11092,0.0,1020.3,10.0,17/03/2013 11:00
JFK,35.96,12.92,38.2,320.0,14.96014,0.0,1020.9,10.0,17/03/2013 12:00
JFK,35.96,12.92,38.2,320.0,16.11092,0.0,1021.1,10.0,17/03/2013 13:00
JFK,37.04,12.92,36.6,330.0,17.2617,0.0,1020.9,10.0,17/03/2013 14:00
JFK,37.04,12.92,36.6,310.0,13.80936,0.0,1021.1,10.0,17/03/2013 15:00
JFK,37.94,12.02,33.95,300.0,10.35702,0.0,1021.1,10.0,17/03/2013 16:00
JFK,37.94,10.04,31.09,320.0,13.80936,0.0,1021.9,10.0,17/03/2013 17:00
JFK,37.04,10.04,32.21,310.0,14.96014,0.0,1022.9,10.0,17/03/2013 18:00
JFK,35.96,10.04,33.61,310.0,12.65858,0.0,1023.7,10.0,17/03/2013 19:00
JFK,35.96,10.94,34.99,310.0,9.20624,0.0,1024.7,10.0,17/03/2013 20:00
JFK,35.96,8.96,32.03,340.0,9.20624,0.0,1025.5,10.0,17/03/2013 21:00
JFK,33.98,8.96,34.65,360.0,8.05546,0.0,1026.1,10.0,17/03/2013 22:00
JFK,33.08,8.96,35.92,30.0,9.20624,0.0,1026.5,10.0,17/03/2013 23:00
JFK,32.0,6.98,34.31,20.0,10.35702,0.0,1027.1,10.0,18/03/2013 00:00
JFK,30.02,8.96,40.65,30.0,9.20624,0.0,1027.1,10.0,18/03/2013 01:00
JFK,30.02,6.08,35.68,30.0,9.20624,0.0,1027.7,10.0,18/03/2013 02:00
JFK,28.04,6.08,38.69,20.0,6.90468,0.0,1028.7,10.0,18/03/2013 03:00
JFK,26.96,8.06,44.25,30.0,8.05546,0.0,1029.0,10.0,18/03/2013 04:00
