Mean TemperatureC,MeanDew PointC, Mean Humidity, Mean Sea Level PressurehPa, Mean VisibilityKm, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,WindDirDegrees,Precipitationmm, CloudCover
6.0,4.0,81.0,1020,8.0,8,39.0,235,0.0,6.0
11.0,4.0,64.0,1015,10.0,14,39.0,241,0.0,6.0
8.0,4.0,74.0,1007,10.0,11,50.0,239,0.0,5.0
6.0,-1.0,69.0,1011,10.0,5,40.0,311,0.0,3.0
3.0,0.0,81.0,1013,9.0,8,,41,0.0,7.0
7.0,3.0,85.0,1010,10.0,5,,84,0.0,6.0
6.0,1.0,72.0,1009,10.0,11,,359,0.0,6.0
9.0,0.0,55.0,1016,10.0,24,,7,0.0,3.0
8.0,3.0,68.0,1023,10.0,6,,36,0.0,6.0
8.0,3.0,71.0,1022,10.0,5,,337,0.0,2.0
9.0,4.0,75.0,1020,8.0,3,,21,0.0,4.0
9.0,4.0,67.0,1019,10.0,8,34.0,300,0.0,3.0
11.0,4.0,67.0,1016,9.0,6,,193,0.0,5.0
13.0,4.0,55.0,1011,10.0,10,35.0,173,0.0,4.0
10.0,4.0,70.0,1007,9.0,14,63.0,188,0.0,6.0
8.0,6.0,84.0,1006,9.0,19,72.0,199,0.0,6.0
9.0,6.0,83.0,1012,8.0,13,40.0,200,0.0,5.0
8.0,7.0,90.0,1011,9.0,5,35.0,156,0.0,6.0
4.0,4.0,89.0,1017,6.0,8,48.0,217,0.0,5.0
11.0,8.0,82.0,1020,10.0,10,53.0,230,0.0,5.0
12.0,8.0,84.0,1026,9.0,10,29.0,187,0.0,4.0
13.0,9.0,81.0,1029,3.0,3,,10,0.0,5.0
14.0,8.0,69.0,1029,,6,29.0,299,0.0,
16.0,5.0,59.0,1028,,5,,353,0.0,
14.0,3.0,49.0,1023,,5,,351,0.0,
16.0,3.0,47.0,1019,,5,,352,0.0,
13.0,-1.0,40.0,1018,,5,,21,0.0,
11.0,-2.0,38.0,1020,10.0,6,26.0,349,0.0,2.0
11.0,-2.0,42.0,1017,,8,,30,0.0,
9.0,1.0,56.0,1014,10.0,11,,128,0.0,5.0
11.0,3.0,65.0,1017,10.0,5,,87,0.0,6.0
10.0,3.0,66.0,1022,10.0,5,27.0,204,0.0,1.0
11.0,2.0,59.0,1019,10.0,5,,22,0.0,1.0
11.0,2.0,57.0,1015,10.0,6,,16,0.0,4.0
12.0,2.0,50.0,1010,10.0,8,24.0,89,0.0,5.0
8.0,1.0,62.0,1007,10.0,16,42.0,298,0.0,5.0
7.0,-2.0,54.0,1012,10.0,8,,237,0.0,3.0
7.0,2.0,72.0,1008,9.0,6,40.0,231,0.0,4.0
9.0,6.0,83.0,1001,10.0,14,34.0,196,0.0,5.0
9.0,4.0,76.0,1004,9.0,10,40.0,177,0.0,5.0
9.0,5.0,75.0,1010,9.0,2,,33,0.0,4.0
10.0,4.0,68.0,1012,10.0,6,,318,0.0,3.0
9.0,4.0,73.0,1004,10.0,6,34.0,7,0.0,4.0
7.0,3.0,79.0,992,10.0,11,,41,0.0,6.0
9.0,6.0,80.0,995,9.0,16,,21,0.0,6.0
9.0,2.0,65.0,1005,10.0,10,,356,0.0,5.0
8.0,0.0,57.0,1012,10.0,10,,38,0.0,3.0
10.0,1.0,56.0,1016,10.0,6,,7,0.0,6.0
8.0,0.0,57.0,1018,10.0,5,29.0,311,0.0,3.0
10.0,2.0,59.0,1017,10.0,5,,289,0.0,2.0
13.0,4.0,56.0,1018,10.0,5,34.0,107,0.0,2.0
14.0,5.0,55.0,1022,10.0,5,,312,0.0,3.0
14.0,5.0,55.0,1026,10.0,5,,326,0.0,1.0
16.0,3.0,45.0,1027,,5,,26,0.0,
14.0,2.0,42.0,1029,,5,27.0,60,0.0,
16.0,2.0,44.0,1028,,5,,1,0.0,
17.0,3.0,40.0,1025,,6,,346,0.0,
18.0,3.0,39.0,1023,,3,,355,0.0,
17.0,4.0,42.0,1020,10.0,6,35.0,306,0.0,3.0
18.0,6.0,44.0,1016,10.0,5,27.0,346,0.0,6.0
17.0,6.0,49.0,1013,10.0,10,45.0,303,0.0,4.0
16.0,4.0,44.0,1016,,8,,282,0.0,
17.0,5.0,48.0,1016,10.0,8,45.0,279,0.0,1.0
17.0,2.0,37.0,1012,10.0,16,,270,0.0,2.0
11.0,1.0,51.0,1011,10.0,14,63.0,312,0.0,4.0
10.0,-1.0,48.0,1016,10.0,23,55.0,357,0.0,4.0
10.0,-2.0,44.0,1022,10.0,8,,359,0.0,2.0
10.0,4.0,68.0,1018,10.0,5,,82,0.0,7.0
7.0,5.0,83.0,1014,9.0,10,,28,0.0,5.0
8.0,6.0,83.0,1008,10.0,11,,26,0.0,6.0
8.0,8.0,93.0,1007,7.0,6,,191,0.0,6.0
12.0,8.0,81.0,1010,9.0,6,,360,0.0,6.0
13.0,7.0,69.0,1014,10.0,6,,141,0.0,6.0
12.0,8.0,78.0,1016,10.0,6,39.0,80,0.0,5.0
12.0,5.0,64.0,1019,10.0,6,32.0,243,0.0,2.0
14.0,7.0,61.0,1019,10.0,10,63.0,250,0.0,1.0
17.0,9.0,62.0,1024,10.0,8,34.0,197,0.0,1.0
19.0,10.0,61.0,1024,10.0,5,,8,0.0,5.0
20.0,11.0,55.0,1019,10.0,8,,121,0.0,3.0
18.0,7.0,50.0,1015,10.0,18,53.0,226,0.0,5.0
14.0,5.0,55.0,1022,10.0,10,,339,0.0,2.0
16.0,4.0,46.0,1023,10.0,3,,16,0.0,1.0
18.0,7.0,49.0,1015,10.0,6,,301,0.0,4.0
18.0,6.0,41.0,1009,10.0,13,55.0,225,0.0,4.0
17.0,7.0,55.0,1006,10.0,19,48.0,239,0.0,6.0
14.0,2.0,47.0,1016,10.0,18,34.0,299,0.0,5.0
16.0,6.0,52.0,1020,10.0,8,,238,0.0,1.0
18.0,3.0,41.0,1019,10.0,11,27.0,288,0.0,2.0
16.0,2.0,42.0,1016,10.0,10,,307,0.0,2.0
14.0,0.0,39.0,1016,10.0,13,35.0,301,0.0,3.0
17.0,3.0,42.0,1015,,5,35.0,257,0.0,
18.0,5.0,41.0,1016,10.0,6,,307,0.0,1.0
22.0,7.0,41.0,1019,10.0,10,29.0,149,0.0,1.0
21.0,8.0,45.0,1020,10.0,8,37.0,124,0.0,4.0
23.0,10.0,47.0,1019,10.0,6,24.0,56,0.0,2.0
23.0,11.0,43.0,1017,10.0,8,42.0,262,0.0,2.0
23.0,10.0,41.0,1014,10.0,10,32.0,226,0.0,4.0
18.0,7.0,47.0,1008,10.0,14,63.0,233,0.0,4.0
17.0,7.0,61.0,1007,10.0,23,48.0,286,0.0,5.0
13.0,6.0,65.0,1011,9.0,13,52.0,308,0.0,4.0
13.0,7.0,67.0,1015,10.0,11,39.0,272,0.0,4.0
14.0,3.0,50.0,1015,10.0,16,,308,0.0,5.0
14.0,4.0,49.0,1019,10.0,8,26.0,300,0.0,2.0
20.0,8.0,49.0,1020,10.0,11,,353,0.0,1.0
21.0,5.0,37.0,1021,10.0,5,,351,0.0,3.0
23.0,7.0,36.0,1021,10.0,6,,99,0.0,5.0
23.0,4.0,32.0,1021,,10,,110,0.0,
24.0,4.0,30.0,1019,10.0,6,39.0,123,0.0,3.0
26.0,6.0,28.0,1019,10.0,8,,163,0.0,1.0
27.0,7.0,29.0,1019,,8,,163,0.0,
27.0,7.0,30.0,1019,,11,,208,0.0,
27.0,7.0,28.0,1019,10.0,11,39.0,226,0.0,3.0
25.0,11.0,42.0,1019,10.0,6,,67,0.0,6.0
24.0,11.0,47.0,1019,10.0,8,,302,0.0,3.0
26.0,7.0,29.0,1022,,8,37.0,223,0.0,
26.0,6.0,29.0,1022,,6,,316,0.0,
27.0,6.0,27.0,1019,,8,42.0,288,0.0,
26.0,10.0,39.0,1017,10.0,13,,54,0.0,3.0
26.0,11.0,44.0,1021,10.0,11,,81,0.0,2.0
29.0,11.0,38.0,1019,9.0,16,52.0,110,0.0,4.0
24.0,7.0,32.0,1017,9.0,18,42.0,221,0.0,1.0
23.0,7.0,35.0,1017,10.0,8,34.0,310,0.0,1.0
23.0,8.0,37.0,1018,10.0,8,42.0,320,0.0,2.0
22.0,11.0,56.0,1017,10.0,10,27.0,23,0.0,4.0
19.0,12.0,70.0,1016,10.0,6,,26,0.0,5.0
21.0,10.0,50.0,1014,10.0,8,42.0,237,0.0,1.0
23.0,6.0,34.0,1016,10.0,11,52.0,298,0.0,3.0
26.0,8.0,34.0,1019,,10,29.0,329,0.0,
24.0,7.0,34.0,1017,10.0,8,32.0,323,0.0,2.0
26.0,9.0,37.0,1017,10.0,8,,34,0.0,1.0
26.0,11.0,42.0,1018,10.0,6,27.0,177,0.0,3.0
24.0,12.0,48.0,1015,9.0,14,,206,0.0,4.0
23.0,9.0,39.0,1014,,16,53.0,234,0.0,
23.0,11.0,48.0,1015,10.0,14,42.0,229,0.0,3.0
23.0,6.0,35.0,1017,10.0,8,45.0,282,0.0,1.0
24.0,8.0,37.0,1020,10.0,10,37.0,336,0.0,2.0
23.0,8.0,39.0,1021,10.0,13,50.0,27,0.0,4.0
20.0,2.0,31.0,1023,10.0,13,,50,0.0,2.0
20.0,5.0,38.0,1020,10.0,19,45.0,58,0.0,3.0
22.0,7.0,39.0,1018,10.0,16,,48,0.0,1.0
23.0,6.0,35.0,1019,10.0,13,,39,0.0,1.0
26.0,5.0,29.0,1016,,6,34.0,244,0.0,
26.0,4.0,26.0,1014,10.0,6,,277,0.0,1.0
26.0,8.0,32.0,1017,10.0,6,,302,0.0,4.0
26.0,8.0,39.0,1017,10.0,6,37.0,313,0.0,3.0
22.0,7.0,34.0,1017,10.0,10,58.0,233,0.0,2.0
20.0,10.0,51.0,1020,10.0,11,27.0,349,0.0,3.0
24.0,8.0,41.0,1023,10.0,8,,22,0.0,1.0
26.0,10.0,40.0,1021,10.0,8,,10,0.0,1.0
27.0,9.0,36.0,1018,10.0,10,,349,0.0,1.0
27.0,9.0,33.0,1016,10.0,5,,303,0.0,2.0
28.0,8.0,30.0,1016,10.0,6,48.0,193,0.0,1.0
27.0,9.0,32.0,1016,10.0,11,48.0,218,0.0,1.0
27.0,9.0,34.0,1015,10.0,8,50.0,358,0.0,3.0
23.0,10.0,44.0,1013,10.0,18,,29,0.0,1.0
22.0,4.0,35.0,1013,10.0,14,32.0,15,0.0,1.0
24.0,4.0,29.0,1013,10.0,8,,285,0.0,3.0
23.0,2.0,24.0,1014,10.0,10,48.0,275,0.0,1.0
23.0,4.0,28.0,1015,10.0,11,42.0,268,0.0,1.0
23.0,4.0,29.0,1015,10.0,10,47.0,269,0.0,1.0
23.0,8.0,34.0,1019,10.0,6,,103,0.0,2.0
24.0,9.0,38.0,1019,10.0,13,27.0,13,0.0,3.0
24.0,6.0,35.0,1016,10.0,13,,26,0.0,3.0
22.0,7.0,38.0,1014,10.0,13,,337,0.0,4.0
22.0,9.0,48.0,1012,10.0,19,48.0,309,0.0,5.0
20.0,3.0,35.0,1017,,11,,11,0.0,
23.0,7.0,36.0,1019,10.0,5,32.0,3,0.0,1.0
26.0,6.0,30.0,1017,,5,35.0,246,0.0,
27.0,6.0,29.0,1017,10.0,6,,331,0.0,4.0
26.0,10.0,37.0,1018,10.0,8,34.0,23,0.0,4.0
24.0,10.0,39.0,1018,10.0,6,29.0,290,0.0,2.0
26.0,9.0,36.0,1015,10.0,6,,280,0.0,1.0
24.0,7.0,31.0,1013,10.0,8,35.0,271,0.0,2.0
26.0,9.0,36.0,1015,10.0,11,37.0,207,0.0,2.0
26.0,7.0,30.0,1017,10.0,8,47.0,209,0.0,2.0
24.0,7.0,32.0,1015,10.0,6,,272,0.0,1.0
23.0,8.0,39.0,1014,10.0,6,32.0,189,0.0,1.0
23.0,9.0,45.0,1013,9.0,8,39.0,234,0.0,1.0
22.0,12.0,58.0,1016,10.0,11,,64,0.0,2.0
20.0,12.0,63.0,1018,10.0,8,39.0,276,0.0,5.0
19.0,11.0,62.0,1019,10.0,8,,13,0.0,4.0
18.0,9.0,59.0,1019,10.0,10,39.0,1,0.0,4.0
19.0,9.0,55.0,1020,10.0,8,,25,0.0,4.0
20.0,9.0,53.0,1020,10.0,6,29.0,354,0.0,2.0
22.0,8.0,44.0,1020,10.0,8,,306,0.0,2.0
22.0,7.0,40.0,1021,10.0,6,,341,0.0,3.0
23.0,9.0,42.0,1021,10.0,13,42.0,22,0.0,4.0
23.0,11.0,47.0,1018,10.0,10,26.0,353,0.0,3.0
21.0,10.0,51.0,1017,9.0,8,35.0,246,0.0,2.0
20.0,9.0,49.0,1017,8.0,13,47.0,253,0.0,1.0
20.0,5.0,39.0,1020,10.0,8,,354,0.0,1.0
20.0,7.0,45.0,1021,10.0,11,27.0,2,0.0,1.0
19.0,7.0,43.0,1016,10.0,8,45.0,297,0.0,3.0
19.0,11.0,58.0,1013,10.0,11,42.0,240,0.0,5.0
18.0,8.0,60.0,1016,10.0,11,39.0,223,0.0,4.0
17.0,6.0,51.0,1022,,5,37.0,342,0.0,
19.0,7.0,47.0,1020,10.0,5,,347,0.0,1.0
20.0,6.0,39.0,1015,10.0,6,,306,0.0,4.0
21.0,7.0,40.0,1013,10.0,5,,300,0.0,1.0
22.0,10.0,47.0,1015,10.0,6,,185,0.0,3.0
21.0,11.0,49.0,1015,10.0,5,35.0,276,0.0,3.0
20.0,15.0,76.0,1014,10.0,11,34.0,166,0.0,6.0
20.0,14.0,77.0,1013,10.0,10,40.0,178,0.0,5.0
20.0,14.0,73.0,1013,10.0,14,66.0,201,0.0,6.0
20.0,14.0,72.0,1017,10.0,8,27.0,169,0.0,4.0
20.0,13.0,70.0,1018,9.0,6,45.0,326,0.0,5.0
19.0,13.0,74.0,1017,10.0,10,60.0,230,0.0,5.0
18.0,13.0,76.0,1014,10.0,8,37.0,249,0.0,5.0
17.0,11.0,73.0,1012,9.0,6,,32,0.0,5.0
12.0,1.0,49.0,1013,8.0,6,,340,0.0,0.0
13.0,-1.0,40.0,1016,,8,,8,0.0,
16.0,4.0,51.0,1020,,5,,341,0.0,
16.0,1.0,39.0,1021,,5,,351,0.0,
16.0,3.0,43.0,1021,9.0,5,32.0,351,0.0,
18.0,6.0,46.0,1022,10.0,5,,343,0.0,1.0
19.0,12.0,65.0,1022,10.0,5,34.0,140,0.0,5.0
17.0,13.0,84.0,1021,8.0,8,,131,0.0,7.0
16.0,13.0,87.0,1022,8.0,3,,87,0.0,6.0
17.0,12.0,77.0,1025,9.0,3,,10,0.0,2.0
18.0,12.0,71.0,1024,10.0,5,,355,0.0,3.0
18.0,11.0,65.0,1024,10.0,6,24.0,360,0.0,4.0
18.0,8.0,60.0,1019,10.0,3,,2,0.0,4.0
16.0,7.0,59.0,1015,10.0,5,,283,0.0,2.0
14.0,12.0,84.0,1010,9.0,6,,204,0.0,5.0
13.0,9.0,76.0,1002,10.0,13,52.0,254,0.0,4.0
10.0,5.0,72.0,1007,9.0,10,34.0,289,0.0,5.0
12.0,4.0,64.0,1016,10.0,6,32.0,270,0.0,3.0
16.0,10.0,68.0,1019,10.0,10,40.0,242,0.0,3.0
14.0,11.0,81.0,1017,6.0,5,,289,0.0,4.0
16.0,12.0,75.0,1016,10.0,8,39.0,219,0.0,4.0
14.0,11.0,75.0,1016,10.0,6,29.0,206,0.0,4.0
18.0,11.0,71.0,1013,10.0,13,48.0,212,0.0,5.0
13.0,6.0,62.0,1016,10.0,19,,268,0.0,3.0
10.0,3.0,66.0,1020,10.0,5,,9,0.0,4.0
13.0,7.0,69.0,1019,10.0,5,,348,0.0,1.0
12.0,10.0,79.0,1014,10.0,6,26.0,351,0.0,5.0
16.0,12.0,82.0,1010,9.0,18,72.0,211,0.0,5.0
14.0,9.0,72.0,1013,10.0,26,58.0,232,0.0,3.0
13.0,7.0,66.0,1019,10.0,18,52.0,265,0.0,3.0
10.0,7.0,78.0,1021,10.0,6,40.0,258,0.0,4.0
14.0,11.0,86.0,1023,8.0,6,,191,0.0,5.0
13.0,11.0,93.0,1028,6.0,2,,6,0.0,5.0
13.0,9.0,89.0,1029,2.0,5,,358,0.0,5.0
16.0,9.0,73.0,1028,6.0,6,,354,0.0,
14.0,8.0,74.0,1023,8.0,5,,350,0.0,0.0
13.0,9.0,77.0,1017,10.0,11,,256,0.0,4.0
13.0,8.0,78.0,1021,8.0,5,,299,0.0,4.0
10.0,8.0,89.0,1025,5.0,5,,65,0.0,5.0
10.0,10.0,94.0,1026,4.0,3,,21,0.0,6.0
16.0,12.0,86.0,1023,7.0,5,32.0,212,0.0,5.0
12.0,7.0,75.0,1024,7.0,6,,14,0.0,2.0
12.0,6.0,67.0,1024,10.0,6,,344,0.0,3.0
13.0,7.0,68.0,1025,10.0,5,,319,0.0,3.0
10.0,0.0,47.0,1028,10.0,18,58.0,15,0.0,1.0
8.0,1.0,62.0,1027,10.0,3,,141,0.0,6.0
13.0,2.0,50.0,1022,10.0,8,35.0,241,0.0,6.0
12.0,7.0,73.0,1021,,6,42.0,248,0.0,
10.0,8.0,83.0,1019,6.0,5,34.0,263,0.0,6.0
12.0,8.0,77.0,1016,10.0,13,47.0,216,0.0,5.0
11.0,7.0,79.0,1007,9.0,16,64.0,200,0.0,5.0
8.0,6.0,89.0,993,9.0,13,48.0,214,0.0,5.0
8.0,6.0,87.0,993,9.0,6,35.0,193,0.0,6.0
7.0,5.0,89.0,1001,10.0,8,42.0,205,0.0,5.0
8.0,5.0,85.0,1013,10.0,5,,192,0.0,5.0
7.0,6.0,92.0,1017,8.0,3,29.0,317,0.0,4.0
10.0,8.0,91.0,1009,9.0,11,48.0,176,0.0,6.0
8.0,4.0,80.0,1008,10.0,6,40.0,198,0.0,3.0
9.0,6.0,85.0,1005,8.0,13,53.0,245,0.0,4.0
8.0,7.0,89.0,1009,9.0,14,47.0,198,0.0,5.0
9.0,7.0,85.0,1007,9.0,14,53.0,212,0.0,5.0
7.0,6.0,93.0,1001,9.0,6,47.0,184,0.0,5.0
7.0,4.0,83.0,1005,10.0,8,,209,0.0,5.0
3.0,3.0,93.0,1016,4.0,3,,351,0.0,5.0
8.0,7.0,97.0,1017,5.0,5,,348,0.0,7.0
11.0,6.0,74.0,1019,8.0,10,39.0,271,0.0,4.0
8.0,4.0,79.0,1025,10.0,13,,246,0.0,4.0
9.0,4.0,72.0,1029,10.0,5,29.0,282,0.0,3.0
8.0,7.0,86.0,1023,10.0,6,,205,0.0,4.0
7.0,4.0,74.0,1018,8.0,10,40.0,232,0.0,4.0
8.0,3.0,66.0,1017,10.0,11,48.0,277,0.0,3.0
7.0,4.0,83.0,1019,10.0,3,,86,0.0,2.0
8.0,-2.0,55.0,1019,10.0,26,,360,0.0,2.0
8.0,0.0,60.0,1017,10.0,26,,6,0.0,2.0
6.0,1.0,71.0,1015,,6,26.0,11,0.0,
3.0,0.0,80.0,1016,10.0,3,,3,0.0,3.0
3.0,2.0,90.0,1012,6.0,5,,77,0.0,6.0
7.0,6.0,88.0,1007,9.0,13,71.0,182,0.0,5.0
8.0,6.0,87.0,1012,10.0,11,48.0,197,0.0,5.0
6.0,3.0,88.0,1019,10.0,5,,347,0.0,4.0
5.0,3.0,89.0,1021,9.0,5,,360,0.0,4.0
9.0,7.0,87.0,1017,10.0,11,71.0,230,0.0,5.0
6.0,5.0,90.0,1024,9.0,10,,317,0.0,2.0
4.0,2.0,91.0,1022,10.0,5,,351,0.0,3.0
9.0,8.0,96.0,1017,8.0,6,,345,0.0,6.0
13.0,12.0,93.0,1017,10.0,8,37.0,173,0.0,5.0
11.0,11.0,96.0,1019,7.0,5,,159,0.0,6.0
10.0,9.0,91.0,1023,9.0,5,,156,0.0,4.0
8.0,7.0,94.0,1026,5.0,3,,130,0.0,6.0
7.0,6.0,90.0,1023,9.0,3,,355,0.0,6.0
6.0,4.0,89.0,1018,8.0,5,,339,0.0,4.0
8.0,8.0,94.0,1021,9.0,6,50.0,203,0.0,5.0
11.0,10.0,90.0,1023,10.0,14,32.0,224,0.0,5.0
12.0,9.0,85.0,1018,10.0,14,40.0,178,0.0,5.0
10.0,7.0,82.0,1004,9.0,24,61.0,213,0.0,5.0
8.0,2.0,63.0,1017,10.0,19,45.0,283,0.0,2.0
4.0,2.0,83.0,1024,,5,,31,0.0,
7.0,4.0,88.0,1019,8.0,8,50.0,228,0.0,5.0
9.0,3.0,71.0,1023,10.0,18,34.0,251,0.0,2.0
9.0,8.0,93.0,1023,9.0,10,29.0,214,0.0,5.0
11.0,10.0,96.0,1018,7.0,11,53.0,192,0.0,6.0
10.0,8.0,81.0,1017,10.0,19,55.0,230,0.0,4.0
9.0,4.0,75.0,1017,10.0,13,40.0,251,0.0,3.0
4.0,3.0,93.0,1009,6.0,5,,338,0.0,4.0
7.0,0.0,64.0,1008,10.0,21,63.0,278,0.0,3.0
3.0,2.0,90.0,1011,8.0,10,35.0,189,0.0,4.0
7.0,2.0,75.0,1007,10.0,11,29.0,261,0.0,5.0
4.0,1.0,79.0,1006,10.0,19,48.0,244,0.0,4.0
3.0,-4.0,62.0,1013,10.0,23,,24,0.0,2.0
1.0,-6.0,62.0,1019,10.0,8,,10,0.0,1.0
1.0,-6.0,66.0,1024,10.0,10,,36,0.0,1.0
0.0,-7.0,66.0,1032,,5,,11,0.0,
0.0,-7.0,65.0,1033,9.0,5,,352,0.0,0.0
1.0,-6.0,68.0,1031,9.0,5,,359,0.0,0.0
2.0,-3.0,72.0,1029,9.0,5,,346,0.0,0.0
2.0,-2.0,80.0,1025,7.0,5,,14,0.0,0.0
1.0,0.0,95.0,1025,3.0,3,,358,0.0,4.0
7.0,2.0,76.0,1019,7.0,13,60.0,287,0.0,4.0
6.0,4.0,86.0,1015,10.0,14,66.0,200,0.0,6.0
8.0,5.0,82.0,1007,10.0,26,80.0,238,0.0,5.0
7.0,6.0,89.0,1013,9.0,18,,223,0.0,6.0
7.0,0.0,61.0,1026,10.0,19,,14,0.0,1.0
6.0,-2.0,61.0,1032,,8,,17,0.0,
8.0,-5.0,44.0,1032,,14,,10,0.0,
10.0,2.0,57.0,1033,10.0,21,58.0,7,0.0,5.0
14.0,7.0,64.0,1033,,18,,19,0.0,
9.0,3.0,64.0,1031,9.0,8,,23,0.0,
6.0,-3.0,56.0,1022,10.0,19,58.0,355,0.0,3.0
4.0,-3.0,55.0,1019,10.0,13,60.0,299,0.0,3.0
2.0,-6.0,59.0,1016,10.0,32,69.0,356,0.0,2.0
2.0,-6.0,56.0,1026,10.0,10,,345,0.0,1.0
3.0,-2.0,74.0,1026,10.0,5,,322,0.0,1.0
6.0,1.0,71.0,1023,10.0,8,58.0,272,0.0,1.0
10.0,2.0,56.0,1014,10.0,27,64.0,274,0.0,3.0
4.0,-2.0,60.0,1017,10.0,6,,41,0.0,1.0
7.0,1.0,64.0,1019,10.0,5,,192,0.0,2.0
4.0,2.0,84.0,1020,10.0,5,,357,0.0,5.0
7.0,3.0,77.0,1021,10.0,5,,342,0.0,4.0
6.0,1.0,74.0,1022,10.0,5,34.0,31,0.0,1.0
8.0,1.0,66.0,1020,10.0,3,,11,0.0,3.0
6.0,1.0,72.0,1023,10.0,5,,9,0.0,2.0
8.0,4.0,79.0,1021,9.0,5,,15,0.0,5.0
6.0,-1.0,58.0,1019,10.0,10,,16,0.0,3.0
6.0,-3.0,58.0,1019,10.0,6,50.0,8,0.0,4.0
3.0,-6.0,55.0,1020,10.0,10,,42,0.0,1.0
3.0,-7.0,54.0,1023,10.0,10,32.0,333,0.0,1.0
2.0,-11.0,40.0,1021,,6,37.0,8,0.0,
-2.0,-7.0,66.0,1018,9.0,5,,4,0.0,6.0
3.0,1.0,88.0,1005,8.0,8,34.0,225,0.0,6.0
6.0,2.0,80.0,1008,10.0,13,34.0,251,0.0,4.0
3.0,-1.0,75.0,1014,10.0,5,,49,0.0,4.0
7.0,4.0,87.0,1018,8.0,10,,120,0.0,5.0
9.0,7.0,91.0,1023,9.0,8,,3,0.0,7.0
9.0,6.0,77.0,1016,10.0,16,52.0,138,0.0,5.0
9.0,7.0,87.0,1007,9.0,26,52.0,146,0.0,6.0
7.0,4.0,83.0,1007,10.0,10,47.0,204,0.0,6.0
9.0,2.0,71.0,1015,10.0,11,26.0,301,0.0,5.0
7.0,4.0,90.0,1028,4.0,3,,47,0.0,6.0
7.0,5.0,88.0,1027,7.0,6,42.0,250,0.0,5.0
10.0,7.0,80.0,1026,10.0,13,45.0,232,0.0,3.0
13.0,7.0,71.0,1025,10.0,14,47.0,261,0.0,4.0
10.0,7.0,79.0,1024,8.0,5,,357,0.0,0.0
12.0,7.0,75.0,1017,9.0,8,47.0,299,0.0,4.0
8.0,3.0,65.0,1021,10.0,3,,68,0.0,1.0
8.0,2.0,68.0,1022,,5,,1,0.0,
11.0,4.0,62.0,1024,10.0,5,,7,0.0,1.0
10.0,4.0,71.0,1025,9.0,5,,355,0.0,
11.0,3.0,64.0,1027,9.0,3,,348,0.0,0.0
12.0,2.0,57.0,1025,9.0,5,,353,0.0,0.0
13.0,3.0,56.0,1024,,5,,349,0.0,
16.0,4.0,53.0,1019,10.0,5,,19,0.0,5.0
13.0,4.0,55.0,1017,10.0,6,29.0,276,0.0,6.0
12.0,6.0,67.0,1020,9.0,5,39.0,276,0.0,3.0
9.0,3.0,63.0,1027,10.0,13,,144,0.0,5.0
7.0,-2.0,55.0,1027,10.0,10,45.0,97,0.0,5.0
10.0,-2.0,46.0,1021,10.0,6,,60,0.0,3.0
8.0,-3.0,55.0,1023,10.0,5,,55,0.0,1.0
9.0,-5.0,40.0,1023,,6,,30,0.0,
10.0,-3.0,42.0,1018,8.0,5,,70,0.0,0.0
9.0,1.0,59.0,1013,10.0,6,,16,0.0,4.0
13.0,6.0,65.0,1021,10.0,8,32.0,144,0.0,5.0
13.0,1.0,49.0,1025,10.0,8,,117,0.0,4.0
10.0,1.0,54.0,1021,10.0,6,26.0,11,0.0,3.0
13.0,8.0,77.0,1016,10.0,6,24.0,303,0.0,5.0
10.0,9.0,93.0,1012,8.0,14,,160,0.0,6.0
12.0,7.0,75.0,1011,10.0,14,47.0,236,0.0,5.0
11.0,7.0,73.0,1011,10.0,5,,140,0.0,4.0
11.0,9.0,87.0,1008,10.0,19,58.0,211,0.0,6.0
14.0,8.0,72.0,1016,10.0,11,,4,0.0,5.0
13.0,6.0,67.0,1023,10.0,5,,358,0.0,3.0
14.0,5.0,55.0,1016,10.0,18,,11,0.0,3.0
10.0,-1.0,50.0,1015,10.0,34,76.0,11,0.0,1.0
9.0,-3.0,46.0,1017,,16,37.0,51,0.0,
9.0,-3.0,47.0,1020,,11,,41,0.0,
12.0,0.0,51.0,1016,,6,,21,0.0,
12.0,-1.0,42.0,1010,8.0,8,,28,0.0,0.0
12.0,6.0,65.0,1011,9.0,8,,161,0.0,3.0
12.0,5.0,62.0,1009,10.0,13,63.0,205,0.0,1.0
9.0,0.0,52.0,1009,10.0,11,,263,0.0,3.0
10.0,4.0,65.0,1011,10.0,21,50.0,251,0.0,4.0
9.0,6.0,79.0,1017,10.0,13,,241,0.0,5.0
14.0,9.0,75.0,1010,10.0,13,48.0,161,0.0,4.0
11.0,8.0,86.0,1007,10.0,16,35.0,154,0.0,6.0
12.0,7.0,80.0,1011,10.0,8,,28,0.0,5.0
13.0,6.0,66.0,1017,10.0,13,,37,0.0,5.0
14.0,7.0,61.0,1023,10.0,6,35.0,173,0.0,5.0
14.0,8.0,70.0,1019,10.0,5,,36,0.0,6.0
11.0,9.0,86.0,1007,9.0,11,32.0,222,0.0,6.0
9.0,5.0,74.0,1008,10.0,23,63.0,238,0.0,5.0
12.0,7.0,75.0,1013,10.0,6,29.0,233,0.0,4.0
11.0,7.0,76.0,1010,10.0,8,,51,0.0,4.0
12.0,7.0,73.0,1013,10.0,8,37.0,201,0.0,5.0
