wind_speed,visibility,precip,pressure,takeoff_risk,landing_risk,enroute_risk
11.5078,7.0,0.0,1020.6,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,2.0,0.02,1018.1,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
13.80936,2.0,0.04,1016.8,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
14.96014,2.5,0.03,1015.5,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
12.65858,2.5,0.05,1014.7,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
13.80936,2.5,0.07,1014.1,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
12.65858,5.0,0.03,1013.5,LOW RISK,LOW RISK,ENROUTE CAUTION
14.96014,4.0,0.03,1013.3,MODERATE RISK,LOW RISK,ENROUTE CAUTION
9.20624,9.0,0.0,1012.8,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1011.5,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1010.6,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,3.0,0.0,1009.9,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
12.65858,4.0,0.0,1009.2,MODERATE RISK,LOW RISK,ENROUTE CAUTION
10.35702,4.0,0.0,1008.8,MODERATE RISK,LOW RISK,ENROUTE CAUTION
11.5078,5.0,0.0,1009.1,LOW RISK,LOW RISK,ENROUTE CAUTION
10.35702,3.0,0.01,1008.5,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
11.5078,3.0,0.01,1008.7,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
14.96014,10.0,0.0,1008.2,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1008.1,LOW RISK,LOW RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1007.9,LOW RISK,MODERATE RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1008.2,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1007.3,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1007.4,LOW RISK,LOW RISK,ENROUTE SAFE 
24.16638,10.0,0.0,1008.2,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
24.16638,10.0,0.0,1009.3,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1010.9,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
23.0156,10.0,0.0,1012.0,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1013.0,LOW RISK,LOW RISK,ENROUTE SAFE 
23.0156,10.0,0.0,1014.0,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1014.3,LOW RISK,MODERATE RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1014.5,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1014.8,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1015.7,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1016.5,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1016.6,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1017.1,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1017.5,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1018.1,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1018.8,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1020.0,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1020.3,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1020.6,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1020.7,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1020.5,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1020.8,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1020.8,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1021.1,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1021.3,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1021.3,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1021.9,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1022.9,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1023.5,LOW RISK,LOW RISK,ENROUTE SAFE 
3.45234,10.0,0.0,1023.5,LOW RISK,LOW RISK,ENROUTE SAFE 
3.45234,10.0,0.0,1024.0,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1024.0,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1023.5,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1023.2,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1024.6,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,10.0,0.0,1025.0,LOW RISK,LOW RISK,ENROUTE SAFE 
3.45234,10.0,0.0,1024.3,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,10.0,0.0,1024.6,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1024.2,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,7.0,0.0,1024.6,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,7.0,0.0,1025.7,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,9.0,0.0,1026.2,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1025.4,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1025.9,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1025.3,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1024.9,LOW RISK,LOW RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1023.6,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
19.56326,10.0,0.0,1023.3,LOW RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1022.5,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1022.1,LOW RISK,LOW RISK,ENROUTE SAFE 
19.56326,10.0,0.0,1021.4,LOW RISK,MODERATE RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1020.6,LOW RISK,LOW RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1019.6,LOW RISK,MODERATE RISK,ENROUTE SAFE 
21.86482,10.0,0.01,1017.8,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
24.16638,10.0,0.03,1012.8,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
19.56326,6.0,0.14,1011.9,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
19.56326,6.0,0.1,1010.4,LOW RISK,MODERATE RISK,ENROUTE SAFE 
24.16638,6.0,0.06,1008.0,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
23.0156,6.0,0.02,1006.2,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,6.0,0.07,1005.0,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
26.46794,4.0,0.13,1003.7,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
29.92028,5.0,0.02,1002.2,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
6.90468,0.12,0.0,999.4,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
17.2617,10.0,0.0,1002.5,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1003.5,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1003.9,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1004.5,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1004.1,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1004.1,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,9.0,0.0,1003.7,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1003.5,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1003.2,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1002.9,LOW RISK,LOW RISK,ENROUTE SAFE 
3.45234,10.0,0.0,1003.0,LOW RISK,LOW RISK,ENROUTE SAFE 
3.45234,9.0,0.0,1002.9,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1002.9,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,9.0,0.0,1003.2,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,9.0,0.0,1003.4,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,9.0,0.0,1003.6,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,8.0,0.0,1003.4,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1002.5,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1001.7,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1001.1,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1000.9,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1000.8,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1000.7,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1000.8,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1001.3,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1001.9,LOW RISK,LOW RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1002.1,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1002.4,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1002.7,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1002.8,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1002.8,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1002.9,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1002.7,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1003.0,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1003.6,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1003.7,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1004.2,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1004.6,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1005.3,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1005.7,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1005.8,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1005.8,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1005.9,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1005.7,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1005.3,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1005.3,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1005.4,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1005.8,LOW RISK,LOW RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1006.5,LOW RISK,MODERATE RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1007.2,LOW RISK,MODERATE RISK,ENROUTE SAFE 
19.56326,10.0,0.0,1007.7,LOW RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1008.0,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1008.2,LOW RISK,MODERATE RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1008.4,LOW RISK,LOW RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1008.2,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1008.1,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1008.0,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1008.1,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1008.5,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1008.2,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1008.3,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1008.5,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1008.5,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1008.3,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1008.0,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1007.7,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1007.5,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,9.0,0.0,1006.8,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1006.4,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1006.0,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1005.9,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1006.2,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1006.6,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1007.2,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,8.0,0.0,1007.4,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,6.0,0.0,1007.6,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,9.0,0.0,1007.5,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,8.0,0.0,1007.2,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,8.0,0.0,1007.0,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,5.0,0.0,1007.2,LOW RISK,LOW RISK,ENROUTE CAUTION
12.65858,9.0,0.0,1007.0,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,8.0,0.0,1006.7,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,8.0,0.0,1006.5,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1006.8,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1006.9,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1007.3,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1007.5,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1007.3,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1007.0,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1006.9,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1006.5,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1005.6,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1005.0,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1004.7,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1004.6,LOW RISK,LOW RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1004.8,LOW RISK,LOW RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1005.5,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
19.56326,10.0,0.0,1006.3,LOW RISK,MODERATE RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1006.8,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1007.3,LOW RISK,LOW RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1007.7,LOW RISK,LOW RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1007.6,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1007.9,LOW RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1008.1,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1008.1,LOW RISK,LOW RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1008.1,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1008.5,LOW RISK,MODERATE RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1008.7,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1008.8,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1009.3,LOW RISK,LOW RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1009.7,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1009.1,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1009.3,LOW RISK,LOW RISK,ENROUTE SAFE 
19.56326,10.0,0.0,1009.4,LOW RISK,MODERATE RISK,ENROUTE SAFE 
19.56326,10.0,0.0,1008.9,LOW RISK,MODERATE RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1008.3,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1007.8,LOW RISK,LOW RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1008.0,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1008.5,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
23.0156,10.0,0.0,1008.9,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1009.6,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1010.5,LOW RISK,LOW RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1011.2,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1011.5,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
24.16638,10.0,0.0,1012.1,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1012.7,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1012.7,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
21.86482,10.0,0.0,1013.2,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
19.56326,10.0,0.0,1013.3,LOW RISK,MODERATE RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1013.6,LOW RISK,LOW RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1014.3,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1015.2,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1015.8,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1016.4,LOW RISK,LOW RISK,ENROUTE SAFE 
13.80936,10.0,0.0,1016.4,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1016.4,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1016.0,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1015.8,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1015.5,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1015.5,LOW RISK,LOW RISK,ENROUTE SAFE 
9.20624,10.0,0.0,1015.4,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1015.3,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1015.2,LOW RISK,LOW RISK,ENROUTE SAFE 
3.45234,10.0,0.0,1015.8,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1016.4,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,10.0,0.0,1016.4,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1016.4,LOW RISK,LOW RISK,ENROUTE SAFE 
4.60312,10.0,0.0,1016.6,LOW RISK,LOW RISK,ENROUTE SAFE 
3.45234,10.0,0.0,1016.4,LOW RISK,LOW RISK,ENROUTE SAFE 
5.7539,10.0,0.0,1015.8,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1015.5,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1015.3,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1014.1,LOW RISK,LOW RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1013.2,LOW RISK,MODERATE RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1013.1,LOW RISK,LOW RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1012.4,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
25.31716,10.0,0.0,1012.4,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
24.16638,10.0,0.0,1012.7,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
26.46794,10.0,0.0,1012.4,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
18.41248,10.0,0.0,1011.8,LOW RISK,MODERATE RISK,ENROUTE SAFE 
28.7695,9.0,0.0,1011.2,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
23.0156,10.0,0.0,1011.1,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
31.07106,10.0,0.0,1011.1,HIGH RISK,HIGH RISK,ENROUTE CAUTION
26.46794,10.0,0.0,1011.1,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
26.46794,10.0,0.0,1010.9,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
26.46794,10.0,0.0,1011.2,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
29.92028,10.0,0.0,1012.5,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
31.07106,10.0,0.0,1013.0,HIGH RISK,HIGH RISK,ENROUTE CAUTION
25.31716,9.0,0.0,1012.9,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
24.16638,9.0,0.0,1013.0,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,9.0,0.0,1012.7,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
26.46794,10.0,0.0,1013.9,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
25.31716,9.0,0.0,1014.2,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
19.56326,9.0,0.0,1014.9,LOW RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,9.0,0.0,1015.3,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
19.56326,10.0,0.0,1015.7,LOW RISK,MODERATE RISK,ENROUTE SAFE 
23.0156,9.0,0.0,1016.2,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
17.2617,9.0,0.0,1016.1,LOW RISK,LOW RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1016.5,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,8.0,0.0,1017.1,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
24.16638,8.0,0.0,1017.4,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
24.16638,9.0,0.0,1017.9,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
25.31716,9.0,0.0,1018.2,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
18.41248,4.0,0.02,1018.0,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
16.11092,3.0,0.02,1017.8,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
14.96014,3.0,0.02,1017.7,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
16.11092,3.0,0.01,1017.6,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
20.71404,3.0,0.01,1017.2,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
18.41248,3.0,0.01,1016.0,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
24.16638,1.0,0.03,1015.8,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
23.0156,1.0,0.02,1015.9,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
24.16638,0.5,0.03,1016.5,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
25.31716,1.0,0.0,1016.8,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
11.5078,10.0,0.0,1018.0,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1019.2,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1020.4,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1021.0,LOW RISK,LOW RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1021.3,LOW RISK,LOW RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1021.4,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1021.7,LOW RISK,LOW RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1021.7,LOW RISK,MODERATE RISK,ENROUTE SAFE 
17.2617,10.0,0.0,1021.8,LOW RISK,LOW RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1021.5,LOW RISK,MODERATE RISK,ENROUTE SAFE 
20.71404,10.0,0.0,1021.4,MODERATE RISK,MODERATE RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1021.7,LOW RISK,MODERATE RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1022.7,LOW RISK,LOW RISK,ENROUTE SAFE 
18.41248,10.0,0.0,1023.3,LOW RISK,MODERATE RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1023.7,LOW RISK,LOW RISK,ENROUTE SAFE 
19.56326,10.0,0.0,1024.2,LOW RISK,MODERATE RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1024.4,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1025.0,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1024.9,LOW RISK,LOW RISK,ENROUTE SAFE 
16.11092,10.0,0.0,1024.9,LOW RISK,LOW RISK,ENROUTE SAFE 
11.5078,10.0,0.0,1024.2,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1023.3,LOW RISK,LOW RISK,ENROUTE SAFE 
10.35702,10.0,0.0,1023.6,LOW RISK,LOW RISK,ENROUTE SAFE 
12.65858,10.0,0.0,1023.9,LOW RISK,LOW RISK,ENROUTE SAFE 
14.96014,10.0,0.0,1023.9,LOW RISK,LOW RISK,ENROUTE SAFE 
6.90468,10.0,0.0,1024.6,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1025.3,LOW RISK,LOW RISK,ENROUTE SAFE 
3.45234,10.0,0.0,1025.6,LOW RISK,LOW RISK,ENROUTE SAFE 
8.05546,10.0,0.0,1026.3,LOW RISK,LOW RISK,ENROUTE SAFE 
0.0,10.0,0.0,1026.5,LOW RISK,LOW RISK,ENROUTE SAFE 
