wind_speed,visibility,precip,pressure,takeoff_risk,landing_risk,enroute_risk
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
3,9.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
3,9.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
11,9.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
18,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1009,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1010,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
19,10.0,0.0,1016,LOW RISK,MODERATE RISK,ENROUTE SAFE
5,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
13,9.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
13,9.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
3,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
8,9.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,8.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
10,9.0,0.0,1008,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1007,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
8,9.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,9.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
3,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
3,8.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
11,9.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,8.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
5,8.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
18,9.0,0.0,1008,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1007,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
3,9.0,0.0,1030,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1028,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
5,9.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1029,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1028,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1028,LOW RISK,LOW RISK,ENROUTE SAFE
5,9.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
8,9.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
8,8.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
18,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
23,10.0,0.0,1016,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
10,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
29,10.0,0.0,1018,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
10,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
3,9.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
3,9.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
3,8.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
5,9.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1028,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
5,6.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
5,8.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
3,10.0,0.0,1027,LOW RISK,LOW RISK,ENROUTE SAFE
5,8.0,0.0,1028,LOW RISK,LOW RISK,ENROUTE SAFE
5,7.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
3,2.0,0.0,1024,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
5,1.0,0.0,1022,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
5,6.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
2,3.0,0.0,1029,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
2,3.0,0.0,1031,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
5,6.0,0.0,1029,LOW RISK,LOW RISK,ENROUTE SAFE
5,8.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1027,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1028,LOW RISK,LOW RISK,ENROUTE SAFE
3,10.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
3,9.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
6,5.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE CAUTION
11,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
3,10.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
3,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
3,8.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,6.0,0.0,1011,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
3,5.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE CAUTION
5,5.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE CAUTION
5,6.0,0.0,1027,LOW RISK,LOW RISK,ENROUTE SAFE
3,3.0,0.0,1022,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
2,5.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE CAUTION
3,7.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
8,9.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
5,9.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
5,9.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1031,LOW RISK,LOW RISK,ENROUTE SAFE
3,10.0,0.0,1031,LOW RISK,LOW RISK,ENROUTE SAFE
2,7.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1032,LOW RISK,LOW RISK,ENROUTE SAFE
3,10.0,0.0,1033,LOW RISK,LOW RISK,ENROUTE SAFE
3,6.0,0.0,1034,LOW RISK,LOW RISK,ENROUTE SAFE
3,8.0,0.0,1033,LOW RISK,LOW RISK,ENROUTE SAFE
3,4.0,0.0,1031,MODERATE RISK,LOW RISK,ENROUTE CAUTION
3,2.0,0.0,1029,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
3,4.0,0.0,1026,MODERATE RISK,LOW RISK,ENROUTE CAUTION
6,7.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
3,9.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
3,9.0,0.0,1027,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1030,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
11,8.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
10,8.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
5,2.0,0.0,1029,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
3,5.0,0.0,1032,LOW RISK,LOW RISK,ENROUTE CAUTION
5,8.0,0.0,1032,LOW RISK,LOW RISK,ENROUTE SAFE
5,8.0,0.0,1032,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1029,LOW RISK,LOW RISK,ENROUTE SAFE
5,6.0,0.0,1031,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
5,9.0,0.0,1029,LOW RISK,LOW RISK,ENROUTE SAFE
11,8.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
21,10.0,0.0,1022,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
6,10.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1030,LOW RISK,LOW RISK,ENROUTE SAFE
3,6.0,0.0,1027,LOW RISK,LOW RISK,ENROUTE SAFE
5,5.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE CAUTION
3,5.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE CAUTION
3,7.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
5,9.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
8,9.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
8,9.0,0.0,1029,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
6,8.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
8,8.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1007,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1011,LOW RISK,LOW RISK,ENROUTE SAFE
8,9.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1010,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1009,LOW RISK,LOW RISK,ENROUTE SAFE
24,10.0,0.0,1016,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
6,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
3,8.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1011,LOW RISK,LOW RISK,ENROUTE SAFE
14,9.0,0.0,1007,LOW RISK,LOW RISK,ENROUTE SAFE
19,9.0,0.0,1006,LOW RISK,MODERATE RISK,ENROUTE SAFE
13,8.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
5,9.0,0.0,1011,LOW RISK,LOW RISK,ENROUTE SAFE
8,6.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
10,9.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
3,3.0,0.0,1029,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
6,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1010,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1007,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1008,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1001,LOW RISK,LOW RISK,ENROUTE SAFE
10,9.0,0.0,1004,LOW RISK,LOW RISK,ENROUTE SAFE
2,9.0,0.0,1010,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1004,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,992,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
16,9.0,0.0,995,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
10,10.0,0.0,1005,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1011,LOW RISK,LOW RISK,ENROUTE SAFE
23,10.0,0.0,1016,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
8,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
10,9.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1008,LOW RISK,LOW RISK,ENROUTE SAFE
6,7.0,0.0,1007,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1010,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
18,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
3,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1009,LOW RISK,LOW RISK,ENROUTE SAFE
19,10.0,0.0,1006,LOW RISK,MODERATE RISK,ENROUTE SAFE
18,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1008,LOW RISK,LOW RISK,ENROUTE SAFE
23,10.0,0.0,1007,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
13,9.0,0.0,1011,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
16,9.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
18,9.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
14,9.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
19,10.0,0.0,1020,LOW RISK,MODERATE RISK,ENROUTE SAFE
16,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
